Company,County,Distress tier (1 is highest),Primary address,Other counties,Award date,Program,Status,Announced new jobs,Actual new jobs,Projected award,Awarded to date,Grant term (days),Elapsed days,Minimum new jobs,Minimum retained jobs,Actual retained jobs,Minimum average wage,Actual average wage,Announced wage,Investment required,Actual investment,count-project,count-grant,lat,lng,conf
Springfield Service Corp,Guilford&nbsp;County,3,"3515 West Market Street, Greensboro, NC",,11/22/11,One NC,Active,75,0,"$75,000 ",$0 ,"1,825",770,68,0,0,$486 ,$0 ,"$28,060 ","$350,000 ",$0 ,1,1,36.074796,-79.844561,0.902
SPX Corp,Mecklenburg&nbsp;County,3,"13515 Ballantyne Corporate Place, Charlotte NC",,11/15/10,One NC,Active,180,84,"$350,000 ","$155,000 ","1,095","1,095",97,252,252,"$1,435 ","$1,675 ","$82,917 ","$63,000,000 ","$81,172,507 ",1,1,35.060847,-80.848196,0.902
SPX Corp,Mecklenburg&nbsp;County,3,"13515 Ballantyne Coporate Place, Charlotte, NC 28277-2706",,11/15/10,JDIG,Active,180,84,"$4,154,250 ","$198,000 ","1,825",777,162,252,252,"$74,625 ","$87,107 ","$82,917 ","$63,000,000 ","$81,172,507 ",0,1,35.060847,-80.848196,0.987
Stanley Furniture Co,Guilford&nbsp;County,3,"200 North Hamilton Street, High Point, NC",,4/13/12,One NC,Active,42,31,"$335,000 ","$167,500 ","1,095",627,38,13,13,"$1,120 ","$1,444 ",,"$3,600,000 ","$5,441,375 ",1,1,35.960906,-80.005001,
STEAG Energy Services,Cleveland&nbsp;County,1,"304 Linwood Road, Kings Mountain, NC",,10/31/12,One NC,Active,29,36,"$50,000 ",$0 ,"1,095",426,26,57,57,$759 ,$954 ,"$43,841 ","$5,400,000 ","$2,765,732 ",1,1,35.251909,-81.333806,0.902
Steven-Robert Originals,Robeson&nbsp;County,1,"Pembroke, NC",,4/1/11,One NC,Active,342,0,"$392,000 ",$0 ,"1,825","1,005",308,0,0,$397 ,$0 ,"$22,926 ","$3,600,000 ",$0 ,1,1,34.716443,-79.127951,0.857
Stonewall Packaging,Jackson&nbsp;County,2,"52 W Main Street, Sylva, NC",,4/1/09,One NC,"Closed, $0 Disbursed",61,0,"$200,000 ",$0 ,"1,095","1,095",55,119,119,$681 ,$0 ,"$39,344 ","$14,940,000 ",$0 ,1,1,35.375043,-83.215492,0.587
Superior Essex Energy,Edgecombe&nbsp;County,1,"2901 Anaconda Road									, Tarboro, NC 27886-8835",,4/14/11,JDIG,Active,116,2,"$1,214,000 ",$0 ,"1,460",627,104,238,238,"$37,160 ","$176,756 ","$41,289 ","$52,452,000 ",$0 ,1,1,35.911072,-77.58349,1
Sustainable Textile Group,Rowan&nbsp;County,2,"308 E Thom St, China Grove, NC",,5/4/09,One NC,"Closed, $0 Disbursed",223,0,"$300,000 ",$0 ,"1,095","1,095",201,0,0,$560 ,$0 ,"$29,141 ","$11,000,000 ",$0 ,1,1,35.560836,-80.586173,0.78
Talon Systems America,Iredell&nbsp;County,3,"607 Meacham Road, Statesville, NC",,12/17/09,One NC,"Closed, $0 Disbursed",90,0,"$46,590 ",$0 ,"1,095","1,095",81,0,0,$493 ,$0 ,,"$5,310,000 ",$0 ,1,1,35.796825,-80.92155,0.902
Tasz,Caldwell&nbsp;County,1,"240 Polychem Court, Lenoir, NC",,9/24/10,One NC,"Closed, $0 Disbursed",21,0,"$42,000 ",$0 ,"1,095","1,095",19,20,20,$516 ,$0 ,"$29,833 ","$2,880,000 ","$160,000 ",1,1,35.937564,-81.539847,0.507
Technimark,Randolph&nbsp;County,2,"180 Commerce Place, Asheboro NC",,5/18/11,One NC,Active,30,0,"$60,000 ",$0 ,"1,460",958,30,639,639,"$1,049 ",$0 ,"$61,333 ","$20,000,000 ",$0 ,1,1,35.778522,-79.817329,0.902
The Roberts Company Fabrication Services,Pitt&nbsp;County,2,"133 Forlines Road, Winterville, NC",,5/2/11,One NC,"Closed, Funds Disbursed",29,58,"$80,000 ","$60,000 ","1,095","1,095",26,95,95,$701 ,$940 ,"$40,480 ","$2,925,000 ","$2,435,330 ",1,1,35.536999,-77.418683,0.708
ThermoFisher Scientific Corp,Buncombe&nbsp;County,3,"275 Aiken Road, Asheville, NC",,12/14/09,One NC,"Closed, $0 Disbursed",104,0,"$208,000 ",$0 ,"1,460","1,460",94,573,573,$706 ,$0 ,"$40,811 ","$3,150,000 ",$0 ,1,1,35.685082,-82.575057,0.902
TIMCO Aerosystems,Davidson&nbsp;County,2,"5568 Gumtree Road									, Wallburg, NC 27107",,9/28/10,JDIG,Active,275,138,"$1,798,600 ","$229,500 ","1,825",825,248,0,0,"$31,255 ","$49,446 ","$34,728 ",$0 ,$0 ,0,1,36.012493,-80.13905,0.65
TIMCO Aerosystems,Davidson&nbsp;County,2,"5568 Gumtree Rd, Winston-Salem, NC",,9/28/10,One NC,Active,275,138,"$200,000 ","$156,000 ","1,095","1,095",172,0,0,$601 ,$951 ,"$34,728 ",$0 ,"$7,552,200 ",1,1,36.026354,-80.160109,0.902
Time Warner Cable,Mecklenburg&nbsp;County,3,"7800 Crescent Executive Drive									, Charlotte, NC 28217-5500",,7/11/11,JDIG,Active,225,147,"$2,981,250 ","$117,750 ","1,095",539,203,"1,210","1,209","$54,940 ","$78,032 ","$61,044 ","$90,900,000 ","$125,556,987 ",1,1,35.144568,-80.916287,0.944
Toshiba America Nuclear Energy Corp,Mecklenburg&nbsp;County,3,"3545 Whitehall Park Drive, Charlotte, NC 28273-4180",,4/28/09,JDIG,Terminated,194,51,"$4,886,250 ",$0 ,"1,825","1,825",175,0,0,"$109,833 ","$224,748 ","$122,037 ","$2,520,000 ","$3,327,616 ",1,1,35.152824,-80.950748,1
Townsends,Davie&nbsp;County,2,"251 Eaton Road, Mocksville, NC",,9/24/09,One NC,"Closed, $0 Disbursed",103,0,"$250,000 ",$0 ,"1,095","1,095",93,"1,600","1,600",$372 ,$0 ,"$21,496 ","$6,300,000 ",$0 ,1,1,35.880366,-80.551622,
TurboCare,Forsyth&nbsp;County,3,"3050 Westinghouse Road, Rural Hall, NC",,9/4/09,One NC,"Closed, Funds Disbursed",110,80,"$220,000 ","$178,200 ","1,095","1,095",99,176,176,$794 ,"$1,171 ","$45,855 ","$27,000,000 ","$42,772,125 ",1,1,36.231003,-80.322848,0.78
Turbocoating Corp,Catawba&nbsp;County,2,"1928 Main Ave SE, Hickory, NC",,4/14/11,One NC,"Closed, Funds Disbursed",53,46,"$110,000 ","$82,500 ","1,095","1,095",48,0,0,$976 ,"$1,088 ","$56,377 ","$12,737,825 ","$12,464,699 ",1,1,35.732341,-81.303714,
Turbotec Products,Catawba&nbsp;County,2,"914 25th St SE, Hickory, NC",,3/11/10,One NC,"Closed, Funds Disbursed",73,65,"$76,500 ","$76,500 ","1,095","1,095",66,15,15,$647 ,$697 ,"$37,403 ","$5,850,000 ","$7,383,033 ",1,1,35.717039,-81.285224,
Tuscarora Yarns,Rowan&nbsp;County,2,"8760 E Franklin St, Mt Pleasant, NC",,1/24/11,One NC,"Closed, Funds Disbursed",124,67,"$146,000 ","$73,000 ","1,095","1,095",112,264,264,$473 ,$624 ,"$27,334 ","$5,664,347 ","$7,564,864 ",1,1,35.396349,-80.429853,0.624
United Furniture Industries NC,Davidson&nbsp;County,2,"12 Hackney Street, Lexington, NC",,4/15/10,One NC,"Closed, Funds Disbursed",150,354,"$125,000 ","$125,000 ","1,095","1,095",135,403,403,$513 ,$545 ,"$29,032 ","$1,687,500 ","$3,012,560 ",1,1,35.823626,-80.235399,
Universal Forest Products,Rowan&nbsp;County,2,"520 Grace Church Road, Salisbury, NC",,6/27/11,One NC,"Closed, $0 Disbursed",49,0,"$85,000 ",$0 ,"1,095","1,095",44,183,183,$643 ,$0 ,"$37,143 ","$2,359,800 ",$0 ,1,1,35.617174,-80.540714,0.902
UPM Raflatac,Henderson&nbsp;County,3,"400 Broadpointe Drive, Mills River, NC",,4/27/11,One NC,"Closed, $0 Disbursed",51,0,"$150,000 ",$0 ,"1,095","1,095",46,276,276,$600 ,$0 ,"$34,653 ","$10,350,000 ",$0 ,1,1,35.421243,-82.550543,0.902
Valendrawers,Davidson&nbsp;County,2,"555 Dixon Street, Lexington, NC",,9/23/10,One NC,"Closed, $0 Disbursed",50,0,"$100,000 ",$0 ,"1,095","1,095",45,33,33,$547 ,$0 ,"$31,580 ","$1,080,000 ",$0 ,1,1,35.773679,-80.318165,
Valley Fine Foods,Rutherford&nbsp;County,1,"212 Nuway Packing Road, Forest City, NC 28043-3353",,7/13/12,JDIG,Active,305,Not Reported,"$2,786,000 ",$0 ,"1,095",171,275,0,Not Reported,"$28,472 ",Not Reported,"$31,636 ","$11,880,000 ", Not Reported ,0,0,35.325025,-81.846013,0.607
Vitacostcom,Davidson&nbsp;County,2,"130 Lexington Parkway, Lexington, NC",,5/19/10,One NC,"Closed, $0 Disbursed",228,0,"$450,000 ",$0 ,"1,825","1,825",205,168,168,$530 ,$0 ,"$30,000 ","$6,030,000 ",$0 ,1,1,35.779903,-80.320665,
VSA,Burke&nbsp;County,1,"1000 Chain Drive, Morganton, NC",,5/11/10,One NC,"Closed, $0 Disbursed",98,0,"$98,000 ",$0 ,"1,095","1,095",88,0,0,$522 ,$0 ,"$30,186 ","$4,000,000 ",$0 ,1,1,35.702254,-81.79236,0.902
Whiteridge Plastics,Rockingham&nbsp;County,1,"109 Sands Road, Reidsville, NC",,5/25/10,One NC,"Closed, $0 Disbursed",55,0,"$45,000 ",$0 ,"1,095","1,095",50,95,95,$378 ,$0 ,"$21,856 ","$1,080,000 ",$0 ,1,1,36.356656,-79.656049,0.61
Wilbert Plastic Services,Gaston&nbsp;County,2,"100 Oaks Parkway, Belmont, NC",,1/5/10,One NC,"Closed, $0 Disbursed",41,0,"$82,000 ",$0 ,"1,095","1,095",28,176,176,"$1,631 ",$0 ,"$94,257 ","$4,410,000 ",$0 ,1,1,35.269329,-81.047953,0.708
Willow Tex,Surry&nbsp;County,1,"501 Mountain View Lane, Mount Airy, NC",,12/19/12,One NC,Active,37,19,"$130,000 ",$0 ,"1,095",377,33,0,0,$970 ,$792 ,"$56,041 ","$5,490,000 ","$4,329,968 ",1,1,36.481049,-80.621973,0.635
WoodFuels North Carolina,Wilson&nbsp;County,2,"Sims, Wilson County, NC",,12/28/12,One NC,Active,32,0,"$100,000 ",$0 ,"1,095",368,29,0,0,$780 ,$0 ,"$43,750 ","$53,512,000 ","$350,000 ",1,1,35.714351,-77.915283,0.597
Woodgrain Millwork,Caldwell&nbsp;County,1,"820 Complex Place, Lenoir, NC",,10/12/12,One NC,Active,170,33,"$635,000 ",$0 ,"1,825",445,153,183,183,$570 ,$929 ,"$29,981 ","$7,231,000 ","$7,500,839 ",1,1,36.203436,-81.654994,0.552
XPO Logistics,Mecklenburg&nbsp;County,3,"13777 Ballantyne Corporate Place, Charlotte, NC 28277-4411",,2/28/12,JDIG,Active,200,Not Reported,"$3,219,750 ",$0 ,730,307,181,4,Not Reported,"$50,945 ",Not Reported,"$56,606 ",$0 , Not Reported ,0,0,35.061076,-80.854626,0.878
Yale Industrial Products,Anson&nbsp;County,1,"Anson County, NC",,7/14/09,One NC,"Closed, Funds Disbursed",65,46,"$116,300 ","$116,300 ","1,095","1,095",44,152,152,$641 ,"$1,162 ","$37,031 ","$2,700,000 ","$4,866,649 ",1,1,34.965544,-80.08247,0.486
Zenta Mortgage Services,Mecklenburg&nbsp;County,3,"8215 Forest Point Blvd, Charlotte, NC 28273-5509",,12/22/09,JDIG,Active,"1,002",561,"$8,611,500 ","$1,315,449 ","1,825","1,105",902,263,263,"$43,182 ","$45,661 ","$47,900 ",$0 ,$0 ,1,1,35.132387,-80.90694,0.948
Ziehl-Abegg,Guilford&nbsp;County,3,"6348 Burnt Poplar Road, Greensboro, NC",,4/1/11,One NC,"Closed, $0 Disbursed",42,0,"$60,000 ",$0 ,"1,095","1,095",38,12,12,$684 ,$0 ,"$38,667 ","$2,223,000 ",$0 ,1,1,36.075424,-79.938774,0.902
Zurn Industries,Lee&nbsp;County,2,"5901 Elwin Buchanan Drive, Sanford, NC 27330",,10/14/11,One NC,Active,38,24,"$38,000 ","$19,000 ","1,095",809,38,97,97,$492 ,"$1,168 ","$33,356 ","$40,000 ","$255,930 ",1,1,35.554025,-79.183562,1
