Company,funding_id,County,Distress Tier (1 is highest),Primary address,Other counties,Award date,Program,Status,Announced new jobs,Actual new jobs,Projected award,Awarded to date,Grant term (days),Elapsed days,Minimum new jobs,Minimum retained jobs,Actual retained jobs,Minimum average wage,Actual average wage,Announced wage,Investment required,Actual investment,count-project,count-grant,lat,lng,
TIMCO Aerosystems,281,Davidson&nbsp;County,2,"5568 Gumtree Road									, Wallburg, NC 27107",,9/28/10,JDIG,Active,275,175,"$1,798,600","$403,750","1,825","1,190",248,0,4,"$31,255","$54,868.00","$34,728",$0,$0.00,0,1,36.01249,-80.1391,
TIMCO Aerosystems,282,Davidson&nbsp;County,2,"5568 Gumtree Rd, Winston-Salem, NC",,9/28/10,One NC,"Closed, Funds Disbursed",275,175,"$200,000","$200,000","1,095","1,095",172,0,0,$601,"$1,055.00","$34,728",$0,"$8,174,010.00",1,1,36.02635,-80.1601,
Time Warner Cable,368,Mecklenburg&nbsp;County,3,"7800 Crescent Executive Drive									, Charlotte, NC 28217-5500",,7/11/11,JDIG,Active,225,193,"$2,981,250","$387,750","1,095",904,203,"1,210",1232,"$54,940","$73,121.00","$61,044","$90,900,000","$125,556,987.00",1,1,35.14457,-80.9163,
Toshiba America Nuclear Energy Corp,154,Mecklenburg&nbsp;County,3,"3545 Whitehall Park Drive, Charlotte, NC 28273-4180",,4/28/09,JDIG,"Terminated, $0 Reimbursements Issued",194,51,"$4,886,250",$0,"1,825","1,825",175,0,0,"$109,833","$224,748.00","$122,037","$2,520,000","$3,327,616.00",1,1,35.15282,-80.9507,
Townsends,182,Davie&nbsp;County,2,"251 Eaton Road, Mocksville, NC",,9/24/09,One NC,"Closed, $0 Disbursed",103,0,"$250,000",$0,"1,095","1,095",93,"1,600",1600,$372,$0.00,"$21,496","$6,300,000",$0.00,1,1,35.88037,-80.5516,
TurboCare,177,Forsyth&nbsp;County,3,"3050 Westinghouse Road, Rural Hall, NC",,9/4/09,One NC,"Closed, Funds Disbursed",110,80,"$220,000","$178,200","1,095","1,095",99,176,176,$794,"$1,171.00","$45,855","$27,000,000","$42,772,125.00",1,1,36.231,-80.3228,
Turbocoating Corp,345,Catawba&nbsp;County,2,"1928 Main Ave SE, Hickory, NC",,4/14/11,One NC,"Closed, Funds Disbursed",53,46,"$110,000","$82,500","1,095","1,095",48,0,0,$976,"$1,088.00","$56,377","$12,737,825","$12,464,699.00",1,1,35.73234,-81.3037,
Turbotec Products,225,Catawba&nbsp;County,2,"914 25th St SE, Hickory, NC",,3/11/10,One NC,"Closed, Funds Disbursed",73,65,"$76,500","$76,500","1,095","1,095",66,15,15,$647,$697.00,"$37,403","$5,850,000","$7,383,033.00",1,1,35.71704,-81.2852,
Tuscarora Yarns,319,Rowan&nbsp;County,2,"8760 E Franklin St, Mt Pleasant, NC",,1/24/11,One NC,"Closed, Funds Disbursed",124,67,"$146,000","$73,000","1,095","1,095",112,264,264,$473,$624.00,"$27,334","$5,664,347","$7,564,864.00",1,1,35.39635,-80.4299,
United Furniture Industries NC,236,Davidson&nbsp;County,2,"12 Hackney Street, Lexington, NC",,4/15/10,One NC,"Closed, Funds Disbursed",150,354,"$125,000","$125,000","1,095","1,095",135,403,403,$513,$545.00,"$29,032","$1,687,500","$3,012,560.00",1,1,35.82363,-80.2354,
Universal Forest Products,363,Rowan&nbsp;County,2,"520 Grace Church Road, Salisbury, NC",,6/27/11,One NC,"Closed, $0 Disbursed",49,0,"$85,000",$0,"1,095","1,095",44,183,183,$643,$0.00,"$37,143","$2,359,800",$0.00,1,1,35.61717,-80.5407,
UPM Raflatac,350,Henderson&nbsp;County,3,"400 Broadpointe Drive, Mills River, NC",,4/27/11,One NC,"Closed, $0 Disbursed",51,0,"$150,000",$0,"1,095","1,095",46,276,276,$600,$0.00,"$34,653","$10,350,000",$0.00,1,1,35.42124,-82.5505,
Valendrawers,279,Davidson&nbsp;County,2,"555 Dixon Street, Lexington, NC",,9/23/10,One NC,"Closed, $0 Disbursed",50,0,"$100,000",$0,"1,095","1,095",45,33,33,$547,$0.00,"$31,580","$1,080,000",$0.00,1,1,35.77368,-80.3182,
Valley Fine Foods,459,Rutherford&nbsp;County,1,"212 Nuway Packing Road, Forest City, NC 28043-3353",,7/13/12,JDIG,Active,305,89,"$2,786,000","$56,508","1,095",536,275,0,0,"$28,472","$25,716.00","$31,636","$11,880,000","$12,192,319.00",1,1,35.32503,-81.846,
Vitacostcom,245,Davidson&nbsp;County,2,"130 Lexington Parkway, Lexington, NC",,5/19/10,One NC,"Closed, $0 Disbursed",228,0,"$450,000",$0,"1,825","1,825",205,168,168,$530,$0.00,"$30,000","$6,030,000",$0.00,1,1,35.7799,-80.3207,
VSA,243,Burke&nbsp;County,1,"1000 Chain Drive, Morganton, NC",,5/11/10,One NC,"Closed, $0 Disbursed",98,0,"$98,000",$0,"1,095","1,095",88,0,0,$522,$0.00,"$30,186","$4,000,000",$0.00,1,1,35.70225,-81.7924,
Whiteridge Plastics,246,Rockingham&nbsp;County,1,"109 Sands Road, Reidsville, NC",,5/25/10,One NC,"Closed, $0 Disbursed",55,0,"$45,000",$0,"1,095","1,095",50,95,95,$378,$0.00,"$21,856","$1,080,000",$0.00,1,1,36.35666,-79.656,
Wilbert Plastic Services,208,Gaston&nbsp;County,2,"100 Oaks Parkway, Belmont, NC",,1/5/10,One NC,"Closed, $0 Disbursed",41,0,"$82,000",$0,"1,095","1,095",28,176,176,"$1,631",$0.00,"$94,257","$4,410,000",$0.00,1,1,35.26933,-81.048,
Willow Tex,499,Surry&nbsp;County,1,"501 Mountain View Lane, Mount Airy, NC",,12/19/12,One NC,Active,37,21,"$130,000",$0,"1,095",742,33,0,0,$970,$984.00,"$56,041","$5,490,000","$7,395,025.00",1,1,36.48105,-80.622,
WoodFuels North Carolina,502,Wilson&nbsp;County,2,"Sims, Wilson County, NC",,12/28/12,One NC,Active,32,0,"$100,000",$0,"1,095",733,29,0,0,$780,$0.00,"$43,750","$53,512,000","$350,000.00",1,1,35.71435,-77.9153,
Woodgrain Millwork,482,Caldwell&nbsp;County,1,"820 Complex Place, Lenoir, NC",,10/12/12,One NC,Active,170,87,"$635,000","$317,500","1,460",810,153,183,183,$570,$737.00,"$29,981","$7,231,000","$11,881,198.00",1,1,36.20344,-81.655,
XPO Logistics,429,Mecklenburg&nbsp;County,3,"13777 Ballantyne Corporate Place, Charlotte, NC 28277-4411",,2/28/12,JDIG,Active,200,193,"$3,219,750","$229,500",730,672,181,4,129,"$50,945","$51,057.00","$56,606",$0,$0.00,1,1,35.06108,-80.8546,
Yale Industrial Products,172,Anson&nbsp;County,1,"Anson County, NC",,7/14/09,One NC,"Closed, Funds Disbursed",65,46,"$116,300","$116,300","1,095","1,095",44,152,152,$641,"$1,162.00","$37,031","$2,700,000","$4,866,649.00",1,1,34.96554,-80.0825,
Zenta Mortgage Services,206,Mecklenburg&nbsp;County,3,"8215 Forest Point Blvd, Charlotte, NC 28273-5509",,12/22/09,JDIG,"Terminated, Reimbursements Issued","1,002",414,"$8,611,500","$1,315,449","1,825","1,825",902,263,263,"$43,182","$54,052.00","$47,900",$0,$0.00,1,1,35.13239,-80.9069,
Ziehl-Abegg,336,Guilford&nbsp;County,3,"6348 Burnt Poplar Road, Greensboro, NC",,4/1/11,One NC,"Closed, $0 Disbursed",42,0,"$60,000",$0,"1,095","1,095",38,12,12,$684,$0.00,"$38,667","$2,223,000",$0.00,1,1,36.07542,-79.9388,
Zurn Industries,389,Lee&nbsp;County,2,"5901 Elwin Buchanan Drive, Sanford, NC 27330",,10/14/11,One NC,"Closed, Funds Disbursed",38,24,"$38,000","$19,000","1,095","1,095",38,97,97,$492,"$1,168.00","$33,356","$40,000","$255,930.00",1,1,35.55403,-79.1836,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
